Project ID,Project Name,Project local script,Fuel type,Country/Area,Subnational unit,Production Type,Status,Status detail,Status year,Discovery year,FID Year,Production start year,Operator,Owner(s),Parent(s),Government unit ID,Units (list of IDs),Wiki URL (project),Name Other,Latitude,Longitude,Location accuracy,Project location type,Onshore/Offshore,Project outline (WKT),Basin,Block(s)
L100001062471,Bentu Segat Block Oil and Gas Project (Indonesia),,oil and gas,Indonesia,,conventional,operating,,2024,1981,,,EMP Bentu,EMP Bentu Ltd [100%],EMP Bentu Ltd [100.0%],,L100000312855,https://www.gem.wiki/Bentu_Segat_Block_Oil_and_Gas_Project_(Indonesia),Bentu Block,0.3750000,101.7210000,approximate,project level location,onshore,"MULTIPOLYGON (((101.716667 0.556004,101.716667 0.516667,101.733333 0.516667,101.733333 0.5,101.75 0.5,101.75 0.483333,101.787092 0.483333,101.916305 0.35,101.866667 0.35,101.866667 0.333333,101.85 0.333333,101.85 0.35,101.833333 0.35,101.833333 0.3,101.7 0.3,101.7 0.283333,101.733333 0.283333,101.733333 0.266667,101.766667 0.266667,101.766667 0.25,101.783333 0.25,101.783333 0.233333,101.8 0.233333,101.8 0.216667,101.816667 0.216667,101.816667 0.266667,101.850556 0.266667,101.85 0.25,101.866667 0.25,101.866667 0.233333,101.883333 0.233333,101.883333 0.216667,101.9 0.216667,101.9 0.183333,101.916667 0.183333,101.916667 0.15,101.933333 0.15,101.933333 0.133333,101.983333 0.133333,101.983333 0.110302,101.976815 0.103047,101.958333 0.083333,101.95 0.083333,101.916667 0.083333,101.916667 0.133333,101.9 0.133333,101.9 0.166667,101.883333 0.166667,101.883333 0.183333,101.866667 0.183333,101.866667 0.2,101.85 0.2,101.85 0.216667,101.833333 0.216667,101.833333 0.183333,101.85 0.183333,101.85 0.15,101.816667 0.15,101.816667 0.116667,101.8 0.116667,101.8 0.083333,101.816667 0.083333,101.816667 0.033333,101.8 0.033333,101.8 0.016667,101.75 0.016667,101.75 0.033333,101.733333 0.033333,101.733333 0.05,101.716667 0.05,101.716667 0.066667,101.7 0.066667,101.7 0.083333,101.683333 0.083333,101.683333 0.090278,101.691989 0.098878,101.727133 0.133333,101.766667 0.133333,101.766667 0.116667,101.783333 0.116667,101.783333 0.166667,101.733333 0.166667,101.733333 0.183333,101.716667 0.183333,101.716667 0.2,101.7 0.2,101.7 0.216667,101.683333 0.216667,101.683333 0.233333,101.666667 0.233333,101.666667 0.25,101.65 0.25,101.65 0.266667,101.633333 0.266667,101.633333 0.3,101.65 0.3,101.65 0.316667,101.666667 0.316667,101.666667 0.333333,101.55 0.333333,101.55 0.366667,101.52374 0.366667,101.529109 0.372251,101.529166 0.372232,101.535861 0.379116,101.566667 0.410422,101.566667 0.383333,101.583333 0.383333,101.583333 0.366667,101.6 0.366667,101.6 0.35,101.633333 0.35,101.633333 0.366667,101.616667 0.366667,101.616667 0.4,101.6 0.4,101.6 0.416667,101.572811 0.416667,101.57656 0.420995,101.71333 0.55944,101.713333 0.559444,101.716667 0.556004)))",,Bentu; Bentu Segat
L100000323358,"Beregovoye Oil and Gas Project (Yamalo-Nenets Autonomous Okrug, Russia)",Береговое,oil and gas,Russia,Yamalo-Nenets Autonomous Okrug,conventional,operating,,2023,,,,,,,,"L100000323358, L100000312385, L100000323357","https://www.gem.wiki/Beregovoye_Oil_and_Gas_Project_(Yamalo-Nenets_Autonomous_Okrug,_Russia)",,65.8572000,78.8520000,exact,project level location,onshore,,West Siberian,Beregovoy
L100000314118,Berri Oil Project (Saudi Arabia),البري,oil,Saudi Arabia,,conventional,operating,,2024,1964,,1970,Saudi Arabian Oil,Saudi Arabian Oil Co [100%],Saudi Arabian Oil Co [100.0%],,"L100000314118, L100000317525",https://www.gem.wiki/Berri_Oil_Project_(Saudi_Arabia),,27.1145000,49.6389000,exact,project level location,offshore,,,
L100000320802,BIGST Oil and Gas Project (Malaysia),,oil and gas,Malaysia,,conventional,discovered,,2024,1970,,,Petronas Carigali,Petronas Carigali Sdn Bhd [50%]; JX Nippon [50%],ENEOS Group [50.0%]; Petroliam Nasional Bhd [50.0%],,"L100000312033, L100000320802",https://www.gem.wiki/BIGST_Oil_and_Gas_Project_(Malaysia),Bujang-Inas-Guling-Sepat-Tujoh,6.1805000,103.7261000,approximate,project level location,offshore,,,PM 313; PM340
L100000302760,BKR Oil and Gas Project (United Kingdom),,oil and gas,United Kingdom,,conventional,operating,,2019,,,,,,,,"L100000302760, L100000302176, L100000301927, L100000302084",https://www.gem.wiki/BKR_Oil_and_Gas_Project_(United_Kingdom),,59.7440000,1.6536000,approximate,project level location,offshore,,,003/29; 009/08; 009/08a
L100000320946,"Blackrod Oil Project (Alberta, Canada)",,oil,Canada,Alberta,unconventional,in-development,,2024,,2023,,International Petroleum,International Petroleum Corp [100%],International Petroleum Corp [100.0%],,L100000320946,"https://www.gem.wiki/Blackrod_Oil_Project_(Alberta,_Canada)",,55.6583000,-112.6604000,exact,project level location,onshore,,,
L100000317523,Block 1 and Block 4 Gas Project (Tanzania),,gas,Tanzania,,conventional,discovered,,2021,2010,,,Shell,Pavilion Energy [20%]; PT Medco Energi Internasional Tbk [20%]; Shell PLC [60%],Shell PLC [60.0%]; PT Medco Energi Internasional Tbk [20.0%]; Temasek [20.0%],,"L100000313140, L100000313142, L100000313143, L100000313138, L100000313136, L100000317523, L100000313139",https://www.gem.wiki/Block_1_and_Block_4_Gas_Project_(Tanzania),,-9.3408000,40.7915000,approximate,project level location,offshore,,,Block 1; Block 4
L100000318354,Block 1 Oil and Gas Project (Turkmenistan),,oil and gas,Turkmenistan,,conventional,operating,,2022,,,,Petronas Carigali,XRG PJSC [38%]; Petronas Carigali Sdn Bhd [57%]; Khazarnebit NGDU [5%],Petroliam Nasional Bhd [57.0%]; Khazarnebit NGDU [5.0%]; Abu Dhabi National Oil Co,,L100000318047,https://www.gem.wiki/Block_1_Oil_and_Gas_Project_(Turkmenistan),,39.7424,52.4446,approximate,location derived from fields,offshore,,,Block 1
L100000317477,Block 3/05 Oil and Gas Project (Angola),,oil and gas,Angola,,conventional,operating,,2022,,,,Sonangol,Etablissements Maurel & Prom SA [20%]; Somoil Internacional de Petróleo do Brasil Ltda [10%]; Sonangol EP [30%]; Afentra [24%]; Eni SpA [12%],Sonangol EP [30.0%]; Afentra [24.0%]; Etablissements Maurel & Prom SA [20.0%]; Eni SpA [12.0%]; Somoil Internacional de Petróleo do Brasil Ltda [10.0%],,,https://www.gem.wiki/Block_3/05_Oil_and_Gas_Project_(Angola),,-7.0736000,12.1176000,exact,project level location,offshore,,,Block 3
L100000324152,"Block A-18 Oil and Gas Project (Malaysia, Thailand)",,oil and gas,Malaysia,,conventional,operating,,2025,,,2005,Carigali Hess Operating Company,PTTEP Joint Development SG Pte Ltd [50%]; Petronas Carigali Sdn Bhd [50%],Petroliam Nasional Bhd [50.0%]; PTT PCL [50.0%],,"L100000317990, L100000317987, L100000317986, L100000317989","https://www.gem.wiki/Block_A-18_Oil_and_Gas_Project_(Malaysia,_Thailand)",,6.4210000,103.2733000,approximate,project level location,offshore,,,Block A-18
L100000314083,Block B Oil and Gas Project (Vietnam),,oil and gas,Vietnam,,conventional,in-development,actual,2024,2002,2024,,Vietnam Oil and Gas Group,Vietnam Oil and Gas Group Co [65%]; Mitsui & Co Ltd [25%]; Vietnam Electricity (EVN) [0%]; PTT Exploration and Production PCL [8%],Vietnam Oil and Gas Group Co [65.9%]; Mitsui & Co Ltd [25.6%]; PTT Exploration and Production PCL [8.5%]; Vietnam Electricity (EVN),,,https://www.gem.wiki/Block_B_Oil_and_Gas_Project_(Vietnam),"Vietnam Gas Project, Block B-O Mon",8.4658120,103.9263090,approximate,project level location,offshore,,Malay-Thổ Chu,Block 48/95; Block 52/97; Block B
L100001064072,Block H Gas Project (Malaysia),,gas,Malaysia,,conventional,operating,,2024,,,2021,PTTEP Sabah Oil,PTTEP Sabah Oil; Petronas Carigali Sdn Bhd; PT Pertamina Malaysia EP,Petroliam Nasional Bhd; PT Pertamina Malaysia EP; PTT PLC,,"L100001064083, L100001064085, L100001064086, L100001064104, L100000312021",https://www.gem.wiki/Block_H_Gas_Project_(Malaysia),,7.3111312,115.7866313,approximate,location derived from fields,unknown,,,Block H
L100000320342,"BM-C-33 Oil and Gas Project (Rio de Janeiro, Brazil)",BM-C-33,oil and gas,Brazil,Rio de Janeiro,conventional,in-development,,2024,2010,2023,,Equinor,Repsol SA [35%]; Petróleo Brasileiro SA [30%]; Equinor ASA [35%],Equinor ASA [35.0%]; Repsol SA [35.0%]; Petróleo Brasileiro SA [30.0%],,"L100000317625, L100000320342, L100000321192, L100000321193","https://www.gem.wiki/BM-C-33_Oil_and_Gas_Project_(Rio_de_Janeiro,_Brazil)",,-23.3356000,-40.0259000,exact,project level location,offshore,,Campos,BM-C-33
L100001080894,Boyaca (area) Oil and Gas Project (Venezuela),,oil and gas,Venezuela,,,,,,,,,,,,,,https://www.gem.wiki/Boyaca_(area)_Oil_and_Gas_Project_(Venezuela),,8.3841517,-66.4742934,exact,project level location,onshore,"MULTIPOLYGON (((-65.6805915497957 8.92337832034373,-65.7266571633752 8.96944393392325,-66.6302518912812 8.94818288150194,-66.7401006621247 8.93400884655439,-67.1936697804462 8.92337832034373,-67.3495841648692 8.88439972423798,-67.4665199531864 8.86668218055355,-67.4913245143446 8.8028990232896,-67.4771504793971 8.53004885054935,-67.3814757435012 8.41665657096898,-67.356671182343 8.37059095738946,-67.3141490775003 8.2820032389673,-67.0412989047601 7.99143552254262,-66.8216013630731 7.86032569927783,-66.6585999611763 7.76110745464501,-66.5097725942271 7.78236850706633,-66.421184875805 7.71858534980237,-66.3609452272779 7.7114983323286,-66.3396841748566 7.70795482359171,-66.2723575088557 7.62291061390644,-66.2105271566577 7.63098027861219,-66.1732724846492 7.66668267262037,-66.0951820720114 7.67251973622285,-66.019596962614 7.68220545262393,-65.953441722536 7.66188921001219,-65.8834371482034 7.68412352943619,-65.8389437347501 7.70465895103003,-65.7961616064296 7.74230722395207,-65.7585487420072 7.83197762938274,-65.6841350585326 7.87449973422537,-65.6805915497957 8.92337832034373)))",,
L100000313969,"Bozhong 26-3 Expansion Oil and Gas Project (Shandong, China)",渤中26-3扩建项目,oil and gas,China,Shandong,conventional,operating,,2024,2010,,2021,CNOOC,CNOOC Ltd [100%],CNOOC Ltd [100.0%],,,"https://www.gem.wiki/Bozhong_26-3_Expansion_Oil_and_Gas_Project_(Shandong,_China)",,38.2364510,119.1928460,exact,project level location,offshore,,Bohai Bay,
L100000321290,"Bozhong 28-2 S Adjustment Oil Project (Bohai, China)",渤中28-2南综合调整,oil,China,Bohai,conventional,operating,,2025,,,2015,CNOOC,CNOOC Ltd [100%],CNOOC Ltd [100.0%],,,"https://www.gem.wiki/Bozhong_28-2_S_Adjustment_Oil_Project_(Bohai,_China)",,38.2133010,119.5542690,exact,project level location,offshore,,,
L100000321291,"Bozhong 28-2 S Redjustment Oil Project (Bohai, China)",渤中28-2南二次调整,oil,China,Bohai,conventional,operating,,2024,,,2023,CNOOC,CNOOC Ltd [100%],CNOOC Ltd [100.0%],,,"https://www.gem.wiki/Bozhong_28-2_S_Redjustment_Oil_Project_(Bohai,_China)",,38.214267,119.552204,exact,project level location,offshore,,,
L100000321292,"Bozhong 34-1 Adjustment Oil Project (Bohai, China)",渤中34-1综合调整,oil,China,Bohai,conventional,operating,,2025,,,2015,CNOOC,CNOOC Ltd [100%],CNOOC Ltd [100.0%],,,"https://www.gem.wiki/Bozhong_34-1_Adjustment_Oil_Project_(Bohai,_China)",,38.1600000,119.5551000,exact,project level location,offshore,,,
L100000321288,"Bozhong 34-1 Oil Project (Bohai, China)",渤中34-1,oil,China,Bohai,conventional,operating,,2025,,,2007,CNOOC,CNOOC Ltd [100%],CNOOC Ltd [100.0%],,L100000321237,"https://www.gem.wiki/Bozhong_34-1_Oil_Project_(Bohai,_China)",,38.1600000,119.5551000,exact,project level location,offshore,,,
L100000321293,"Bozhong 34-2/4 Adjustment Oil Project (Bohai, China)",渤中34-2/4综合调整,oil,China,Bohai,conventional,operating,,2024,,,2015,CNOOC,CNOOC Ltd [100%],CNOOC Ltd [100.0%],,,"https://www.gem.wiki/Bozhong_34-2/4_Adjustment_Oil_Project_(Bohai,_China)",,38.1688000,119.5272000,exact,project level location,offshore,,,
L100000320350,"Browse to North West Shelf Oil and Gas Project (Western Australia, Australia)",,oil and gas,Australia,Western Australia,conventional,discovered,advanced,2025,2024,,,Woodside Energy,BP Developments Australia Pty Ltd [44%]; Woodside Browse Pty Ltd [30%]; Japan Australia LNG (MIMI) [14%]; PetroChina Co Ltd [10%],BP PLC [44.3%]; Woodside Browse Pty Ltd [30.6%]; PetroChina Co Ltd [10.7%]; Mitsubishi Corp; Mitsui & Co Ltd,,"L100000310003, L100000320350, L100000310115, L100000309990, L100001064001","https://www.gem.wiki/Browse_to_North_West_Shelf_Oil_and_Gas_Project_(Western_Australia,_Australia)",Browse to North West Shelf (NWS),-13.9900000,121.9800000,approximate,project level location,offshore,,Browse,WA-30-R; WA-31-R; WA-32-R
L100000312616,CAFC Oil and Gas Project (Algeria),,oil and gas,Algeria,,conventional,operating,,2023,,,2017,Eni,Eni SpA [75%],Eni SpA [75.0%],,"L100000312616, L100000317044, L100000317045, L100000317046, L100000317047, L100000317048, L100000317049",https://www.gem.wiki/CAFC_Oil_and_Gas_Project_(Algeria),Central Area Field Complex,26.4178000,9.0796000,approximate,project level location,onshore,,Berkine,Block 405b
L100000317484,Calub/Hilala Gas Project (Ethiopia),,gas,Ethiopia,,conventional,mothballed,,2022,1973,,,,,,,"L100000317484, L100000317482, L100000317483",https://www.gem.wiki/Calub/Hilala_Gas_Project_(Ethiopia),,6.2060000,44.1350000,approximate,project level location,onshore,,,
L100000324400,Camisea Oil and Gas Project (Peru),,oil and gas,Peru,,conventional,operating,,2024,,,,PlusPetrol; Repsol,,,,"L100000320606, L100000320602, L100000320607, L100000320603, L100000320597, L100000320599, L100000320604",https://www.gem.wiki/Camisea_Oil_and_Gas_Project_(Peru),,-11.5852946,-72.9925092,exact,project level location,onshore,,Ucayail,Block 56; Block 57; Block 88; block 56; block 57; block 58; block 88
L100000304593,"Caño Limón Oil and Gas Project (Arauca, Colombia)",Caño Limón,oil and gas,Colombia,Arauca,conventional,operating,,2024,1983,,,Sierracol Energy Arauca,SierraCol Energy [45%]; Ecopetrol SA [54%],Ecopetrol SA [54.5%]; Carlyle Group [45.0%],,"L100000302843, L100000304593, L100000302844","https://www.gem.wiki/Caño_Limón_Oil_and_Gas_Project_(Arauca,_Colombia)",,6.9550000,-71.0945000,exact,project level location,onshore,,,Cravo Norte
L100000321225,"Caofeidian 11-1/11-6 Adjustment Oil Project (Bohai, China)",曹妃甸11-1/11-6调整,oil,China,Bohai,conventional,operating,,2025,1999,,2004,CNOOC Caofeidian Operating Branch,CNOOC Ltd [100%],CNOOC Ltd [100.0%],,,"https://www.gem.wiki/Caofeidian_11-1/11-6_Adjustment_Oil_Project_(Bohai,_China)",,38.6830000,118.6500000,exact,project level location,offshore,,Bohai Bay,Bohai 04/36
L100000310791,Carabobo-1 Oil Project (Venezuela),Carabobo-1,oil,Venezuela,,conventional,operating,,2019,,,2012,Petrocarabobo,ONGC Videsh Ltd [11%]; Indian Oil Corporation Ltd [3%]; Repsol SA [11%]; Petróleos de Venezuela SA [71%]; Oil India Ltd [3%],Petróleos de Venezuela SA [71.0%]; Oil and Natural Gas Corporation Ltd [11.0%]; Repsol SA [11.0%]; Indian Oil Corporation Ltd [3.5%]; Oil India Ltd [3.5%],,L100000310791,https://www.gem.wiki/Carabobo-1_Oil_Project_(Venezuela),,8.4187000,-64.7396000,approximate,project level location,onshore,"POLYGON ((-63.3689232971724 8.61619220620542,-63.35983358755 8.61621442665448,-63.3598620259118 8.62524329534187,-63.2235879757044 8.62555695908645,-63.2235438567635 8.60751717757573,-63.15539035608 8.60767838644841,-63.1554240905493 8.58965193378975,-63.0876860784497 8.58968767554585,-63.0876658005362 8.50091752002759,-63.3361474521432 8.50078227458238,-63.3362085457877 8.57061370425907,-63.3698999842969 8.57058290967359,-63.3689232971724 8.61619220620542))",,Carabobo-1 Norte and Carabobo-1 Centro
L100000310792,Carabobo-2 Oil Project (Venezuela),Carabobo-2,oil,Venezuela,,,in-development,,2020,,2020,,Petrovictoria,Roszarubezhneft [40%]; Petróleos de Venezuela SA [60%],Petróleos de Venezuela SA [60.0%]; Roszarubezhneft [40.0%],,L100000310792,https://www.gem.wiki/Carabobo-2_Oil_Project_(Venezuela),,8.4187000,-64.7396000,approximate,project level location,onshore,,,Carabobo-2 North and Carabobo-4 West
L100001080895,Carabobo (area) Oil Project (Venezuela),,oil,Venezuela,,,,,,,,,,,,,,https://www.gem.wiki/Carabobo_(area)_Oil_Project_(Venezuela),,8.6483887,-62.7742591,exact,project level location,onshore,"MULTIPOLYGON (((-63.3231461691453 8.89221377063722,-63.2346747895613 8.89526450786426,-63.1706093077935 8.80984386550724,-62.8716370595439 8.81899607718835,-62.706897249284 8.9410255662698,-62.459787533894 8.93187335458869,-62.2462359280015 9.06610579257829,-62.1425108622823 9.08746095316755,-62.1150542272389 9.05390284367015,-62.0540394826982 9.06305505535126,-62.0631916943793 8.91051819399944,-62.0021769498386 8.88611229618315,-61.9949912586227 8.87401030380416,-62.0215638557289 8.83949344832886,-62.0549947036382 8.81392868228058,-62.0560060031634 8.76113302640382,-62.0835092503844 8.74411720576415,-62.1326722620157 8.71068635785488,-62.1897013555079 8.66152334622359,-62.2545965308613 8.59367839017241,-62.296143899297 8.59772371213868,-62.3377580448126 8.55663267566323,-62.425112179973 8.52054584338766,-62.539106701797 8.50171940557657,-62.6221188449427 8.44641446945576,-62.7094516964241 8.37939158343514,-62.7419476411614 8.40274804371505,-62.7713970910796 8.40579453853417,-62.807955028909 8.33064766632923,-62.8922413855713 8.27073326821988,-62.9775432405066 8.32557017496403,-63.0790930678106 8.30729120604931,-63.1674414175651 8.31439969396059,-63.2578207638656 8.27276426476596,-63.3380451274357 8.22909783902525,-63.3994145998212 8.20274715732701,-63.4085155709185 8.75269942639143,-63.3414505925075 8.84340197500464,-63.3658564903238 8.89526450786426,-63.3231461691453 8.89221377063722)))",,
L100000300711,Cassiopea Gas Project (Italy),,gas,Italy,,conventional,operating,,2024,2008,2018,2024,Eni,Eni SpA [60%]; Energean PLC [40%],Eni SpA [60.0%]; Energean PLC [40.0%],,L100000300711,https://www.gem.wiki/Cassiopea_Gas_Project_(Italy),Ibleo,36.9180000,13.7760000,exact,project level location,offshore,,,G.C 1.AG
L100000304754,"Castilla Oil Project (Meta, Colombia)",Castilla,oil,Colombia,Meta,conventional,operating,,2019,1969,,2000,Ecopetrol,Ecopetrol SA [100%],Ecopetrol SA [100.0%],,"L100000302867, L100000302868, L100000304754","https://www.gem.wiki/Castilla_Oil_Project_(Meta,_Colombia)",,3.8940000,-73.6660000,approximate,project level location,onshore,,Llanos Orientales Basin,Cubarral
L100000324213,Cepu Block Oil and Gas Project (Indonesia),,oil and gas,Indonesia,,conventional,operating,,2024,2001,,2008,ExxonMobil Cepu,ExxonMobil Cepu Ltd [45%]; PT Pertamina EP Cepu [45%]; Cepu Block Cooperation Body [10%],ExxonMobil Cepu Ltd [45.0%]; PT Pertamina EP Cepu [45.0%]; Cepu Block Cooperation Body [10.0%],,"L100000312824, L100001062298, L100000318177",https://www.gem.wiki/Cepu_Block_Oil_and_Gas_Project_(Indonesia),,-7.2131000,111.7147000,approximate,project level location,onshore,"MULTIPOLYGON (((111.577686 -7.061536,111.652231 -7.061878,111.652231 -7.116053,111.717719 -7.115956,111.717681 -7.087533,111.722528 -7.087531,111.722531 -7.089792,111.740636 -7.089789,111.740639 -7.103353,111.749692 -7.103353,111.749692 -7.101092,111.763269 -7.101089,111.763272 -7.103347,111.779111 -7.103344,111.779111 -7.084967,111.865683 -7.084814,111.908333 -7.108333,111.9093 -7.149078,111.8769 -7.149142,111.877 -7.171167,111.9093 -7.171106,111.908333 -7.216753,111.870608 -7.216828,111.870656 -7.237208,111.908333 -7.237178,111.908333 -7.257186,111.886114 -7.257186,111.886144 -7.274158,111.846939 -7.274233,111.846978 -7.294331,111.753481 -7.294497,111.644767 -7.251433,111.644767 -7.227889,111.635414 -7.227903,111.635392 -7.215633,111.624531 -7.215647,111.624508 -7.200797,111.520422 -7.200928,111.5155 -7.198267,111.5155 -7.182578,111.5119 -7.174614,111.4997 -7.172294,111.4772 -7.182703,111.446583 -7.170961,111.454544 -7.170953,111.455117 -7.164219,111.471917 -7.164203,111.471917 -7.158636,111.481256 -7.158628,111.481233 -7.147069,111.559161 -7.146981,111.559125 -7.100994,111.565236 -7.100994,111.577683 -7.083731,111.577683 -7.070578,111.581081 -7.070581,111.581081 -7.063797,111.577686 -7.063797,111.577686 -7.061536)),((111.313342 -7.000319,111.448964 -6.936903,111.448983 -6.960369,111.441481 -6.960378,111.441481 -6.970178,111.431011 -6.970186,111.43105 -7.007439,111.420681 -7.00745,111.420681 -7.032869,111.376261 -7.032911,111.376275 -7.050261,111.334194 -7.050294,111.334175 -7.025606,111.313358 -7.025619,111.313342 -7.000319)),((111.524461 -6.920833,111.568333 -6.920833,111.599472 -6.938006,111.599489 -6.946417,111.582944 -6.946436,111.582947 -6.952356,111.578339 -6.952306,111.578369 -6.966275,111.573014 -6.966308,111.573025 -6.969936,111.558278 -6.969969,111.558269 -6.981342,111.535928 -6.981369,111.539397 -6.967806,111.538925 -6.949939,111.524497 -6.950228,111.524461 -6.920833)))",,Cepu
L100000318182,Champion Oil and Gas Project (Brunei),,oil and gas,Brunei,,conventional,operating,,2023,1970,,1983,Brunei Shell Petroleum Company,Government of Brunei [50%]; Shell PLC [50%],Government of Brunei [50.0%]; Shell PLC [50.0%],,"L100000318182, L100000318186",https://www.gem.wiki/Champion_Oil_and_Gas_Project_(Brunei),,5.2113000,115.1577000,exact,project level location,offshore,,,
